"_created_at",_id,_tombstone,_updated_at,appIdentifier,appName,appVersion,badge,channels.0,channels.1,deviceToken,deviceTokenLastModified,deviceType,installationId,localeIdentifier,parseVersion,pushType,timeZone
2016-02-03T12:26:54.762Z,0d7tKsGI3o,2016-09-29T17:43:33.520Z,2016-09-29T17:43:33.520Z,com.nieu.skola.colegiodelangel,Colegio del Ángel,1.14,,user_K0qLAORtku,user_piDqBUPNwr,APA91bF3LwNlWekSCrUo8J0ILdFSBMqNRHVSSs4R9A4cDjGhyLx9AF-XZBLRvG9N2b7poVVDHggtN0kqYSTX3rYYDGKuELLbCh7f4Ay5Yjs8V4sPlStnuQ_8UXV2murbZVIM9W4Ki8y3,1454471511000,android,9ad760cf-b9bb-4244-b998-0fca1cee450e,,1.8.2,gcm,America/Mexico_City
2016-08-31T19:08:37.238Z,0fpSRZhil4,,2016-08-31T19:08:37.238Z,com.nieu.skola.colegiodelangel,Colegio del Ángel,1.14,,,,,,android,33eaae9b-e7c2-472c-9ec8-247edf982e60,,1.8.2,,GMT
2015-12-11T05:40:25.583Z,0jXDQLKaOy,,2016-03-16T02:12:28.010Z,com.nieu.skola.colegiodelangel,Colegio del Ángel,1.14,,user_tVTWViZvcG,,APA91bGUkRPYw4tptYFLU8EXsq15VlX6aKHvVFeEIKcn2QJ6VKU1rDXOh0sc0dzkhtHJroJrykQszN9voTfd4e1YNcUoHX9O8u1p2aevW-QrRX_uDmNgmdQOdAmf_efmRm5hdISy6hpf,1452818952000,android,a666d5b5-68c8-4005-9979-335585860e85,,1.8.2,gcm,America/Mexico_City
2015-11-23T19:37:16.851Z,0uGRd3iMp2,,2015-11-23T19:38:30.899Z,mx.nieu.Colegio-del-A-ngel,Colegio del Ángel,1.6,677,admin,,fa65e9fbd97ce56c91ae02465003da61323c2da8cd926282b991ea920f72f69c,,ios,232b5251-e047-4c22-9789-2ed5f520c851,es-MX,1.9.1,,America/Mexico_City
2015-12-05T00:54:38.569Z,0usuNeWpUc,,2015-12-05T00:55:51.770Z,mx.nieu.Colegio-del-A-ngel,Colegio del Ángel,1.9,648,admin,,2374a3fb084d3a0b3176896db509679380883525297c6725e687184c9a234138,,ios,681e6ee8-3d14-4416-b965-af5be1e2779e,en-US,1.9.1,,America/Mexico_City
2017-01-30T05:01:57.272Z,0zJmPtL0fL,,2017-01-30T05:01:57.272Z,mx.nieu.Colegio-del-A-ngel,Colegio del Ángel,3.1.5,0,,,d1644f49199029a100bdd21966e314a2aba0732fc4a769536b094f3c9028a998,,ios,746e301e-831c-42e9-8295-25c6212f817a,es-MX,1.14.2,,America/Mexico_City
2016-08-22T19:15:22.427Z,10Dql3utJ0,,2016-11-27T00:51:31.158Z,com.nieu.skola.colegiodelangel,Colegio del Ángel,1.14,,user_ojyfcrXRJv,,APA91bHK5oVeWmZuHmuWjlM-p8VtpH2qMr4HrWkvKajFW72UqIW9i8QPf_bfqGt6fVg6-KMZeeuMXRBWeziMcHFQV2hWzYp1hJMhgvuhNw2q2JaFWF5Sf9GVIcfKd8k6VDLyhNJNj42M,1471893313000,android,be2173b0-cbcc-42c1-a0f2-ba5721d3af7a,,1.8.2,gcm,America/Mexico_City
2017-01-30T14:38:03.595Z,12W5wH88M4,,2017-01-30T14:38:03.595Z,mx.nieu.Colegio-del-A-ngel,Colegio del Ángel,3.1.5,0,,,f30f6646cdc98a7070803357d17187155eab89048c3d97ffa08fd9bc5228b2c4,,ios,e173ca60-1bdf-4f0e-9956-3a18e36b2220,es-MX,1.14.2,,America/Mexico_City
2015-11-27T17:56:57.921Z,12mo8ZRNwL,,2015-11-27T17:56:57.921Z,com.nieu.skola.colegiodelangel,Colegio del Ángel,1.11,,,,,,android,f0d44592-dd2a-45f7-bdaa-799ae0f4d941,,1.8.2,,GMT
2015-11-11T15:51:12.870Z,19lUauOqcc,2016-01-15T20:10:21.898Z,2016-01-15T20:10:21.898Z,com.nieu.skola.colegiodelangel,Colegio del Ángel,1.6,,,,APA91bFPKdmnyW_NfxsG6QqgB5iseV3vsZJLu5sGfox_4k6cdAKiix4a32Wyddyt2hj4dqI3a-2DmX-h5bAck4tnoRcsAI4Nq29Q8VMlX3NODZ7Q1_y0sfIeMIyVfr2-Ffrnl1ekHyrd,1447257068000,android,b80e6961-463a-4ffb-a823-10ca408c592e,,1.8.2,gcm,America/Los_Angeles
2017-02-01T22:01:22.373Z,1DXEjjNKoK,,2017-02-01T22:01:22.373Z,mx.nieu.Colegio-del-A-ngel,Colegio del Ángel,3.1.6,0,,,7cd171cee489c96a63fb2f3dda3599a1056ca414a0b6a89776785fa5474551c5,,ios,25805a63-f94c-42fe-b50d-ef387b428646,es-MX,1.14.2,,America/Mexico_City
2016-09-09T22:41:33.808Z,1FBWEjQzpn,,2016-10-27T20:42:52.736Z,mx.nieu.Colegio-del-A-ngel,Colegio del Ángel,2.7.3,68,user_60K4skOYZK,,719eab99ff87b6f9073883257e3ff68bc3060fe117beca347224f404159c0f7e,,ios,f663a582-0b1a-403f-b4dc-5eb6384086b5,es-MX,1.14.2,,America/Mexico_City
2016-03-12T03:56:48.165Z,1GSJBm5a60,,2016-03-12T03:56:48.165Z,mx.nieu.Colegio-del-A-ngel,Colegio del Ángel,2.1,5,,,7a2724b4353c0466873baf9831bd2bf4c2af595aeddf16886f7e6e0d6f0d16f9,,ios,cb048367-3301-4c34-80d9-65e2883e19ff,es-MX,1.9.1,,America/Mexico_City
2016-11-01T01:08:35.521Z,1OxaFxXTvc,,2016-11-01T01:08:35.521Z,com.nieu.skola.colegiodelangel,Colegio del Ángel,1.14,,,,,,android,3a674fe8-a1b0-43ee-8444-081a1e45374b,,1.8.2,,GMT
2016-02-26T00:26:50.427Z,1SG69su4gN,,2016-02-26T00:26:50.427Z,com.nieu.skola.colegiodelangel,Colegio del Ángel,1.14,,,,,,android,e8a7f919-3737-444b-8771-ef14c2e46ccb,,1.8.2,,America/Mexico_City
2016-08-16T19:23:19.976Z,1WnlyYBybe,,2016-08-16T19:23:27.732Z,com.nieu.skola.colegiodelangel,Colegio del Ángel,1.14,,user_XrNd0FxMU6,,APA91bHWP8LPHHswPkZRx81oIF6XkaXpBR6usD78iLan4iQzhPozMBGB64qF4CORF2WBLwdufq1s9krRoODLRAm4F3Zi4zLiVYRl8QR8AtrCCASq5cFp7X4jz1wRnaa4PhsE3_1jgXly,1471375385000,android,6728cd6f-715a-43da-8ac3-3176bed6b76a,,1.8.2,gcm,America/Mexico_City
2016-11-22T07:14:58.695Z,1dhUlCXsKy,,2016-11-22T07:14:58.695Z,com.nieu.skola.colegiodelangel,Colegio del Ángel,1.14,,,,,,android,1b2b61e7-7b79-4a92-8680-e70eb8578267,,1.8.2,,GMT
2016-02-12T21:30:11.607Z,1eZWwWQ8jb,,2016-10-27T16:00:05.198Z,mx.nieu.Colegio-del-A-ngel,Colegio del Ángel,2.7.3,68,user_YTWW0ppA5E,,ce67833ce05d01e4f0e0fb32461fb792f18d5d3416c5ba7f47b3cecba2d633c6,,ios,9667ab51-2618-4daa-a834-a84d750449d7,es-MX,1.14.2,,America/Mexico_City
2017-02-01T02:32:09.095Z,1kVlZs4UIW,,2017-02-01T02:32:09.095Z,nieu.mx.skola.colegioangel,Colegio del Ángel,1.1.1,,,,,,android,67a20971-677c-407e-a1d9-de69a7156952,es-US,1.13.1,,America/Mexico_City
2017-01-09T21:52:46.572Z,1nwpIFP64X,,2017-01-09T21:52:46.572Z,mx.nieu.Colegio-del-A-ngel,Colegio del Ángel,3.0.1,0,user_QPMoXzQ3sb,,,,ios,04527ea6-dc2c-44db-9e6b-a704662b353d,es-MX,1.14.2,,America/Mexico_City
2016-01-19T22:06:44.304Z,1sZmmdc31J,2016-10-25T23:08:59.781Z,2016-10-25T23:08:59.781Z,com.nieu.skola.colegiodelangel,Colegio del Ángel,1.14,,user_PIvnbXFbnL,,APA91bExTfYpR4ahZP73jSfKQnpKOjFt3EPh1irjBr-OiJwAp1DDqUl4gQtpgtzsXCZbCCDDde37C6ve_gYcnGKCmnkMiuIH4d-zhXaa6DBCbL5gHaDzzEVguWWhGHjx9ZGqW3Xn-Lot,1453241112000,android,3007d9b3-8bca-4a09-ac66-4037d982d54c,,1.8.2,gcm,America/Mexico_City
2016-09-25T15:45:56.797Z,1sz1TQoCzw,,2016-09-26T23:19:31.299Z,mx.nieu.Colegio-del-A-ngel,Colegio del Ángel,2.7.3,91,user_R4cmD3rRYj,,e2bde369be9b41cb3c37fd22d47510fefc6cf2dac502240ce5f1134bb0ddf713,,ios,9c8a4a03-76f9-4a59-ae6a-ba32b53c4f00,es-MX,1.14.2,,America/Mexico_City
2016-07-04T18:31:58.471Z,1twrJo2UNW,,2016-07-11T12:09:50.147Z,mx.nieu.Colegio-del-A-ngel,Colegio del Ángel,2.6,156,user_GAIDtGmnrH,user_IkLkRkPHQ3,63696dfecd62c46f1c66f34bbde0d359b4e9f22f1ea96c2a6b290b2a39b109f3,,ios,96fa996a-6bb1-4506-950a-c33e619e5e86,es-MX,1.9.1,,America/Mexico_City
2016-08-22T18:29:09.842Z,1ziC9hwvUV,,2016-10-08T17:29:27.879Z,com.nieu.skola.colegiodelangel,Colegio del Ángel,1.14,,user_1pCW0lhsGc,,APA91bFR8BSMK_jSwBVpuwUJ2ItN8rYwm6_sPyV4sR6qYU1-iIL-cy808cEKL-FwN7_spuR4J2GdaJjmrPXpdnBQp12j8aEp9IKeoGdBUEXKjgwLXM9kO5Nly50YfxWZJuIQFgrWgFi1,1471890539000,android,99c2946c-3c69-405f-a31d-c2abcc2d049b,,1.8.2,gcm,America/Mexico_City
2016-11-23T15:16:35.079Z,2JVrFvZIuu,,2016-11-23T15:16:38.472Z,com.nieu.skola.colegiodelangel,Colegio del Ángel,1.14,,user_uazz0NpToK,,APA91bGI8SN1PJnFauukUB8PhhdRrQCuhGKd0wL9WAn-WRfBBQmuPNcrporfLnhmdSTx49KI04Y4-zAVlU3jRb7-6KWgHtndpVp1pYEaZjLpaFA1bxCBGqtH1I3iDFbtue0XCYvuB5bb,1479914087000,android,5b295606-e70c-4f93-a462-ea27e753d06a,,1.8.2,gcm,America/Mexico_City
2016-10-06T16:55:34.205Z,2KbFcLIbT1,,2016-10-06T16:55:35.174Z,com.nieu.skola.colegiodelangel,Colegio del Ángel,1.14,,,,APA91bFXcPk3_JTkQsIZVJQTFdytFAWCNoNAJmDueK0Bn4TUH8IxqRdMaj7CeMdJBMvVRO9YouKixY9MJGPYyLOx4Q7ZqRvlKSw4XQxl64e7yUT_1sI_L1mfOdQ5VWzQdqZs8hPQT-FZ,1475772886000,android,0998c088-ed04-441d-984d-9b928f5117e1,,1.8.2,gcm,America/Mexico_City
2016-10-27T20:59:15.379Z,2LraySW4iY,,2016-11-06T20:16:14.318Z,com.nieu.skola.colegiodelangel,Colegio del Ángel,1.14,,user_Imebh1Kg88,,APA91bFcLWg7dsXi31dz01RLEWyUkqbDzkaRRdWPyJHXoh3eKAwCwNjTGXp_hTche5d3bVeC6Z4KwW75sa7lYSy5x8PO_Om4AVZlJGY7mxpuxsAEPJy61w4zaCe-2Yw2GH_s1IRZIqbX,1477601947000,android,e14aee90-35d0-4b9a-bff3-4bf77be9669d,,1.8.2,gcm,America/Mexico_City
2017-01-09T14:53:24.398Z,2O8KIeUvF1,,2017-01-09T14:53:24.398Z,mx.nieu.Colegio-del-A-ngel,Colegio del Ángel,3.0.1,0,user_KtlSgt1pcz,user_j4EQNwZnGo,,,ios,a1472c1c-95bc-4f31-ac19-c764af65b2ba,es-MX,1.14.2,,America/Mexico_City
2016-07-12T01:48:14.399Z,2ORwEpnVHR,,2016-07-12T01:49:11.848Z,com.nieu.skola.colegiodelangel,Colegio del Ángel,1.14,,user_QmMkNQkziU,,APA91bFPITp2omieqJxPeSnWyeGBesVMvnEUc0FbyHYahrmycIJGNL2zecHTHiISV0imEIk0hG9RkIUUjImcGoiWGuX5HiuT350irgCHgxFQAE9t7WjUSzJdtdxl_CxRJYuSsuQDfiO9,1468288082000,android,1bae07c3-5aad-40a3-9962-ecd32e62ea16,,1.8.2,gcm,America/Mexico_City
2015-11-24T23:42:42.681Z,2Rz3yXbGAs,,2015-11-24T23:42:42.681Z,com.nieu.skola.colegiodelangel,Colegio del Ángel,1.9,,,,,,android,4e04ef08-f3c0-472c-978d-841d39675c29,,1.8.2,,America/Mexico_City
2015-11-04T22:40:10.399Z,2VFKfpxL63,,2015-11-06T19:02:31.307Z,mx.nieu.Colegio-del-A-ngel,Colegio del Ángel,1,706,admin,,9b07c5f9a4ace17e70d0267259949e2018099faefc27f84b4cfc6476f0c0f9a5,,ios,2cc82860-3ed8-4f88-ad45-0765d5201f7e,es-MX,1.9.1,,America/Mexico_City
2015-11-25T00:51:07.085Z,2aKtaeiUrB,,2016-08-07T12:45:45.944Z,mx.nieu.Colegio-del-A-ngel,Colegio del Ángel,2.7,154,user_tcGU0j4HFx,user_tHrZ4x862i,f5549d87347a1e4b1fefcaae02ddf96e46cd6cdfa6a304eb03bc9c5010a31348,,ios,6c17dbf4-29c7-4578-a9a9-18e8146f1666,es-MX,1.9.1,,America/Mexico_City
2015-11-25T01:43:48.130Z,2caBasUyzn,,2015-11-25T01:43:48.130Z,com.nieu.skola.colegiodelangel,Colegio del Ángel,1.9,,,,,,android,16c24b93-627e-4267-bb63-50c738125a4d,,1.8.2,,America/Mexico_City
2017-01-30T20:11:35.995Z,2gmeoKagqO,,2017-01-30T20:11:35.995Z,mx.nieu.Colegio-del-A-ngel,Colegio del Ángel,3.1.6,0,,,02cb07653205f77c233458fa99dbfb409709309780bec717788cba5dcafbc8ba,,ios,3fe07f55-1f3b-4e01-a5ff-3385a8c485b9,en-US,1.14.2,,America/Los_Angeles
2016-06-29T17:43:10.860Z,2ldDWnnzUG,,2016-06-29T17:43:13.019Z,com.nieu.skola.colegiodelangel,Colegio del Ángel,1.14,,,,APA91bG9yi2603uFwusZOAZldDKpWu1SgvILb0-Shr27i47OsUmFOhJiLatZyVM6cWQ7sFlCoLV4CkGoW2QXnsOPnWVLiH-djz2owEg3Hv4HNon-TVYPJ8cRxDUeJMjLs0GZROGr_PEf,1467222155000,android,82d9ca3f-a60e-4d40-9cdf-054bf25ccc36,,1.8.2,gcm,America/Sao_Paulo
2017-01-30T19:44:06.544Z,30qdFmUouA,,2017-01-30T19:44:06.544Z,mx.nieu.Colegio-del-A-ngel,Colegio del Ángel,3.1.5,0,,,45f0fa8e9f24cfc61cd46b87556253614c8c168ee07f92c9a1010e17b2b870bb,,ios,1990ce2c-f2a4-44b6-9959-949617c1b3f2,es-MX,1.14.2,,America/Mexico_City
2015-11-27T18:02:45.206Z,3DcdWbN0MQ,,2015-11-27T18:02:45.206Z,com.nieu.skola.colegiodelangel,Colegio del Ángel,1.10,,,,,,android,eecf5456-2969-47aa-8223-e488d7138822,,1.8.2,,Asia/Calcutta
2016-02-04T20:52:31.632Z,3r8Z59fAbC,,2016-02-04T20:52:31.632Z,com.nieu.skola.colegiodelangel,Colegio del Ángel,1.8,,,,,,android,8b2d3c5a-50e5-48a9-95f2-b45a62f5ba2e,,1.8.2,,Europe/Bucharest
2015-11-26T04:20:31.965Z,3rs5JvWOfK,,2016-09-28T17:27:06.672Z,mx.nieu.Colegio-del-A-ngel,Colegio del Ángel,2.7.3,85,user_3Tz13rzL5i,,eb544f7c465a6433c7a183850550533a388a916e5cdf085dd5221ca64bf47194,,ios,165005a7-8acf-4d8b-9e99-83af15582029,es-MX,1.14.2,,America/Mexico_City
2016-11-23T17:02:47.731Z,44RQQpc1Az,2016-11-29T14:51:15.922Z,2016-11-29T14:51:15.922Z,com.nieu.skola.colegiodelangel,Colegio del Ángel,1.14,,user_saa8d6OuVK,,APA91bG_kNmQMx8zVg1v-Gtxdx7KeRhCWHlHIIqeNOM5t8GnBeob2LLbcE37cxzqJAPP9uFlutcEaS3iIZ6__X1XrjZaIfEt2ugfCN3LKe8sb5Yn2fC47MP2TAXuHlc_lHKViaWPpAjv,1479920471000,android,ead5ad1e-5839-4976-ac0f-4e10b39bf85b,,1.8.2,gcm,America/Mexico_City
2016-05-23T20:11:03.375Z,488fAIHKS7,,2016-10-28T04:14:12.852Z,mx.nieu.Colegio-del-A-ngel,Colegio del Ángel,2.6,67,user_TK51BVBFvj,user_LcglnKS00V,0dbc9acc22f1be5a7e7e94c526e9a4a243198511b506b41d06bc53e27f41e180,,ios,604eff13-37b3-41d1-b313-5cd09b59bd15,es-MX,1.9.1,,America/Mexico_City
2017-01-08T21:30:33.108Z,48RPAXG35R,,2017-01-08T21:30:33.108Z,mx.nieu.Colegio-del-A-ngel,Colegio del Ángel,3.0.1,0,,,560c832d01c7ba87e02a33c5ccfc9bbada4ea586f739e72c6ba8d54283ec36fb,,ios,45e4fe97-7760-488d-834f-15d904f71e43,es-MX,1.14.2,,America/Mexico_City
2016-06-05T17:48:14.940Z,4BPWtRO1Zj,,2016-06-05T17:48:14.940Z,com.nieu.skola.colegiodelangel,Colegio del Ángel,1.12,,,,,,android,2d1ed759-9fa6-4720-ba3f-62271107055a,,1.8.2,,US/Pacific
2016-03-13T22:38:27.578Z,4KJytBzhfa,,2016-03-13T22:38:27.578Z,mx.nieu.Colegio-del-A-ngel,Colegio del Ángel,2.2,0,user_TK51BVBFvj,user_LcglnKS00V,,,ios,0268ab95-99ff-4e37-945d-cb363d1b23d6,en-US,1.9.1,,America/Mexico_City
2015-11-26T14:06:50.654Z,4RmG2K6W60,,2016-03-17T22:05:22.663Z,mx.nieu.Colegio-del-A-ngel,Colegio del Ángel,2.1,147,user_nh9u1eVeAQ,user_2qa94oPFCY,2f98df9c8a2152803f5214e5b84a774cf58e2f1983497017c1c5ff70c77ef8eb,,ios,4c59fa59-ca4d-4d81-bdfc-2ed5833edadf,es-MX,1.9.1,,America/Los_Angeles
2016-12-03T04:17:37.997Z,4VwFBHTvap,,2016-12-17T19:36:26.901Z,com.nieu.skola.colegiodelangel,Colegio del Ángel,1.14,,user_Lrx8r4GL8a,user_k9X7bxxVai,APA91bEkHC8Cp0LI0bwawfxuZocAYWZRaXPkWubNvCmNF7aPPjEnbuf7K9cfHxPh8GZkc-lvZdKKXfB8zdDOrCtS0aDLzyvVPVdTsv1VRx0RdJ0Eg5lUJcIBwap6QaxpbRRgdF7-TSaw,1480738632000,android,92059cad-4d2d-468c-93f2-96df75b0a27a,,1.8.2,gcm,America/Argentina/Buenos_Aires
2016-09-07T19:25:10.929Z,4Z11qbU4j6,,2016-09-07T19:25:10.929Z,com.nieu.skola.colegiodelangel,Colegio del Ángel,1.14,,,,,,android,35b1d8f1-fc97-4f93-a11b-45496370e5cb,,1.8.2,,America/Mexico_City
2017-05-07T05:14:38.883Z,9xGpxtoahD,,2017-05-07T05:14:38.883Z,mx.nieu.Colegio-del-A-ngel,Colegio del Ángel,3.2.1,0,,,7cef33798db349c6992fb87fa397cb4fad4f31eb24e09a8cad76612ba95fa14f,,ios,8d955168-6bb6-4a36-a9b0-810f87225522,es-MX,1.14.2,,America/Mexico_City
2015-12-15T00:17:58.963Z,4oos29Nbd7,,2016-04-11T21:21:20.441Z,com.nieu.skola.colegiodelangel,Colegio del Ángel,1.14,,user_Y0iRWe7ZV6,,APA91bGivMXiE0e4VOFtC-6zixGlRU-y_KT4ypn3jo-ZiayAJwA___1dwVur1dWg6rZKl6sQhMLrk3c0KYwOlJOqAix8-qmGCV98ZcKJycPgnrvIhU0VTVsXS32dwGENqJaAlOw9QKnc,1452832090000,android,6377ec9e-5ae9-4c4b-84ed-7c31082cf4eb,,1.8.2,gcm,America/Mexico_City
2016-05-31T01:25:10.691Z,4p58mr3Wj7,,2016-05-31T01:25:10.691Z,com.nieu.skola.colegiodelangel,Colegio del Ángel,1.13,,,,,,android,a8461d81-8c91-4548-9bf5-6b548bbcd779,,1.8.2,,GMT
2015-12-15T04:52:09.638Z,4sq81BbDkC,,2016-06-29T11:48:18.899Z,com.nieu.skola.colegiodelangel,Colegio del Ángel,1.14,,user_GOQIf6XPtt,,APA91bGeavyqc-_bogF_RL1TXYf9jyYkZFE-rhf2fBysXtUIuAmNbvmGc2HYO0tth7bfjB-OXXSXUZRtt7B7QkeprnMivrM2P8FoJNRwx_6WBeHmeoPzPjD3y96A6sGqU6IhjbKWSu5k,1467199960000,android,ab554ed6-8f4b-48c3-b39f-cf06f1d53cd9,,1.8.2,gcm,America/Mexico_City
2016-09-01T19:33:42.594Z,4u3QmP4H14,,2016-09-01T19:44:17.922Z,com.nieu.skola.colegiodelangel,Colegio del Ángel,1.14,,user_5JMO9OOUOl,user_XQuNRaqeFY,APA91bF3SI8ynmkXYooIvvGibTkPyjh_GWrLJjDklL8OweysDT5R8pxV78T7VwA03PYpERxdh4nvmqjg9dbNNZ1jlQESnSRC0L7kmG0RxOjC0EuWYWfW3kWH-ISojkHiWUsnR6YuZ6Z9,1472758421000,android,49e124a8-404f-4454-87cd-c18279ee144a,,1.8.2,gcm,America/Mexico_City
2015-11-26T00:30:02.853Z,53giemVnqU,,2016-10-27T20:21:33.460Z,mx.nieu.Colegio-del-A-ngel,Colegio del Ángel,2.7.3,51,user_2HqRX35RK9,,8531c395dc9dd55a2de0606f1b8c1f0ebf9b2a3a36ee19d72e2577b8fbffc5e3,,ios,9e29eb70-5b7d-47c7-8db1-ac68245a38ef,es-MX,1.14.2,,America/Mexico_City
2016-12-02T05:24:00.150Z,5AqPGKcBoH,,2016-12-02T05:24:00.150Z,com.nieu.skola.colegiodelangel,Colegio del Ángel,1.14,,,,,,android,554fc256-e94d-482d-a827-78c623b6e7fa,,1.8.2,,GMT
2017-02-03T20:18:57.419Z,5BCmBKvyct,,2017-02-03T20:18:57.419Z,mx.nieu.Colegio-del-A-ngel,Colegio del Ángel,3.1.6,0,,,74c1c62c53ee3592ee8e6acd0b1e3da6dc4a7ca9efa21e45ea7b0293da4442e2,,ios,38f9d793-086d-411d-895f-cde47e8e9eff,es-MX,1.14.2,,America/Mexico_City
2016-10-27T23:09:32.812Z,5LGnRg86Mi,,2016-10-27T23:09:33.937Z,com.nieu.skola.colegiodelangel,Colegio del Ángel,1.14,,,,APA91bHSoHlQo2igDlE5ILBN26Xg-8u6B8q5q0ADpwrDDFZqh_zrWwDXmVDIcSnWuUZcsQxPLSsGx81Lg6jjHWAZAIsbthI_zT-e5v6xVBfY8daKYlNg9QDiuBiBBpsH91q-8uYXUJyJ,1477609744000,android,06cae8f0-9423-4484-bf1c-fbfad537f0dd,,1.8.2,gcm,America/Denver
