id,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta
6342,"CENTRO EDUCATIVO CASTILLITO, A.C.","CENTRO EDUCATIVO CASTILLITO, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,6 a 10 personas,CALLE,SINALOA,CALLE,MEZCALA,AVENIDA,TEOTIHUACAN,CALLE,SINALOA,532,,,,,,FRACCIONAMIENTO,RESIDENCIAL DEL PARQUE,,,,20277,1,AGUASCALIENTES,1,Aguascalientes,1,Aguascalientes,159A,1,4499786398,CASTILLITOKINDER@GMAIL.COM,,Fijo,21.85250242,-102.2797703,jul-10
17453,CENTRO EDUCATIVO LA FUENTE,,611111,Escuelas de educaciÌ_n preescolar del sector privado,11 a 30 personas,CALLE,LAGOS DE MORENO,PRIVADA,NINGUNO,CALLE,JALOSTOTITLAN,CALLE,SAN JOSÌä DE LOS REYNOSO,0,SN,,,,,FRACCIONAMIENTO,BOSQUES DEL PRADO SUR,,,,20130,1,AGUASCALIENTES,1,Aguascalientes,1,Aguascalientes,2278,13,4499129718,CENTROEDUCATIVOLAFUENTE@PRODIGY.MET.MX,WWW.CENTROEDUCATIVOLAFUENTE.COM,Fijo,21.91117124,-102.3082763,jul-10
1470,"CENTRO ESCOLAR TLAHUILLI, A.C.","CENTRO ESCOLAR TLAHUILLI, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,11 a 30 personas,CALLE,VALLE NACIONAL,AVENIDA,AGUASCALIENTES PONIENTE,CERRADA,SAN ANTONIO,CALLE,PROLONGACIÌÒN AQUILES ELORDUY,108,,,,,,FRACCIONAMIENTO,VALLE DEL RÌO SAN PEDRO,,,,20064,1,AGUASCALIENTES,1,Aguascalientes,1,Aguascalientes,3280,32,4499940501,TLAHUILLI@HOTMAIL.ES,WWW.TLAHUILLI.EDU.MX,Fijo,21.88138987,-102.318638,jul-10
40912,CHIQUYLANDIA,,611111,Escuelas de educaciÌ_n preescolar del sector privado,0 a 5 personas,CALLE,PUEBLITO,AVENIDA,AGUASCALIENTES PONIENTE,CALLE,MIGUEL ÌNGEL,CALLE,BOTTICELLI,1032,,,,,,FRACCIONAMIENTO,SAN MARCOS,,,,20078,1,AGUASCALIENTES,1,Aguascalientes,1,Aguascalientes,587,4,4491944327,CHIQUYLANDIA@HOTMAIL.COM,,Fijo,21.87839416,-102.319649,jul-10
42842,COLEGIO BLUE HILLS,"CENTRO ESCOLAR ROMO, S.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,11 a 30 personas,AVENIDA,DE LA SOLEDAD,AVENIDA,DE LAS PALOMAS,,ZARAGOZA,CALLE,NINGUNO,178,,,,,,FRACCIONAMIENTO,TROJES DE ORIENTE II,,,,,1,AGUASCALIENTES,1,Aguascalientes,1,Aguascalientes,4359,60,4499967317,BLUEHILLS.COLEGIO@GMAIL.COM,WWW.COLEGIOBLUEHILLS.EDU.MX,Fijo,21.93098874,-102.3025035,dic-14
15341,COLEGIO DE LAS NACIONES,,611111,Escuelas de educaciÌ_n preescolar del sector privado,11 a 30 personas,CALLE,MONTES DE SAN ANDRÌäS,CALLE,SIERRA DE SAN BERNARDINO,CALLE,SIERRA DE TEPEHUANES,CALLE,JUAN JOSÌä ARREOLA,203,,,,,,FRACCIONAMIENTO,LOMAS DE ORIENTE,,,,20175,1,AGUASCALIENTES,1,Aguascalientes,1,Aguascalientes,2352,30,4499728900,COLEGIONACIONES@HOTMAIL.COM,,Fijo,21.91297863,-102.2569836,jul-10
2064,COLEGIO WALDORF AMANECER,"AMANECER MATERNAL, S.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,6 a 10 personas,AVENIDA,EUGENIO GARZA SADA,AVENIDA,LA QUERENCIA,CALLE,PRESA SANDOVALES,AVENIDA,NINGUNO,128,,,,,,FRACCIONAMIENTO,SAN JOSÌä DE LOS POCITOS,,,,20328,1,AGUASCALIENTES,1,Aguascalientes,1025,Pocitos,3952,14,4499639494,"AMANECERAGS@YAGOO,.COM.MX",,Fijo,21.91662113,-102.333061,jul-10
1292,COMUNIDAD EDUCATIVA ASUNCION ESCUELA DE EDUCACIÌÒN ESPECIAL,"COMUNIDAD EDUCATIVA ASUNCION, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,11 a 30 personas,CALLE,PROLONGACIÌÒN AQUILES ELORDUY,CALLE,GUANAJUATO,CALLE,CAMPECHE,CALLE,TALAMANTES,0,SN,,,,,COLONIA,SAN MARCOS,,,,20070,1,AGUASCALIENTES,1,Aguascalientes,1,Aguascalientes,591,10,4499941122,RITALOPEZ@PRODIGY.NET.MX,,Fijo,21.88059024,-102.3149911,jul-10
45946,COMUNIDAD EDUCATIVA LA TIERRA,,611111,Escuelas de educaciÌ_n preescolar del sector privado,0 a 5 personas,AVENIDA,OJOCALIENTE,CALLE,FRANCISCO TOLEDO,CALLE,FELIPE SERRANO,CALLE,JUAN SORIANO,0,SN,,,,,FRACCIONAMIENTO,PINTORES MEXICANOS,,,,20179,1,AGUASCALIENTES,1,Aguascalientes,1,Aguascalientes,3098,52,14499728366,LATIERRA.ECOCENTRO@GMAIL.COM,,Fijo,21.92114277,-102.2673913,dic-14
4839,GUARDERÌA KINDER CHICHARITOS SEDESOL,,611111,Escuelas de educaciÌ_n preescolar del sector privado,11 a 30 personas,CALLE,REPÌ_BLICA DE NICARAGUA,CALLE,BOGOTÌ,CALLE,VALPARAÌSO,CALLE,VALPARAÌSO,103,,,,,,FRACCIONAMIENTO,LA FUENTE,,,,20239,1,AGUASCALIENTES,1,Aguascalientes,1,Aguascalientes,835,25,4499161706,CHICHARITOS01@HOTMAIL.COM,,Fijo,21.87200446,-102.3032016,jul-10
5050,IMAGINA GUARDERÌA,"CENTRO INTEGRAL DE ESTIMULACIÌÒN INFANTIL, S.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,6 a 10 personas,CALLE,REPÌ_BLICA DE COSTA RICA,CALLE,REPÌ_BLICA DE URUGUAY,CALLE,REPÌ_BLICA DE CHILE,CALLE,REPÌ_BLICA DE COLOMBIA,513,,,,,,FRACCIONAMIENTO,LAS AMÌäRICAS,,,,20230,1,AGUASCALIENTES,1,Aguascalientes,1,Aguascalientes,084A,6,4499783708,IMAGINA_03@HOTMAIL.COM,IMAGINAGUARDERIA.COM.MX,Fijo,21.86878676,-102.3010212,jul-10
5151,INEPJA,GOBIERNO ESTATAL,611172,Escuelas del sector pÌ¼blico que combinan diversos niveles de educaciÌ_n,101 a 250 personas,CALLE,REPÌ_BLICA DE ECUADOR,PRIVADA,YPACARAÌ,AVENIDA,QUINTA,CALLE,REPÌ_BLICA DE COLOMBIA,202,,,,,SN,FRACCIONAMIENTO,LAS AMÌäRICAS,,,,20230,1,AGUASCALIENTES,1,Aguascalientes,1,Aguascalientes,869,14,4499103100,CLDIAZ@INEA.GOB.MX,,Fijo,21.86992209,-102.2971738,jul-10
1873,INSTITO BERTHA VON GLUMER,,611111,Escuelas de educaciÌ_n preescolar del sector privado,6 a 10 personas,CALLE,RÌO LERMA,CALLE,MAR CARIBE,CALLE,RÌO TÌMESIS,CALLE,NINGUNO,0,SN,,,,,FRACCIONAMIENTO,COLINAS DEL RÌO,,,,20010,1,AGUASCALIENTES,1,Aguascalientes,1,Aguascalientes,2013,5,4492495671,TUTIFRUTI_0328@HOTMAIL.COM,,Fijo,21.89657029,-102.3233027,jul-10
6273,"INSTITUTO ERIK ERIKSON, A.C.",,611111,Escuelas de educaciÌ_n preescolar del sector privado,6 a 10 personas,AVENIDA,DEL LAGO,CALLE,PASEO DE LOS CISNES,AVENIDA,HÌäROE DE NACOZARI SUR,CALLE,PASEO DE LOS CISNES,128,,,,,,FRACCIONAMIENTO,JARDINES DE LAS BUGAMBILIAS,,,,20280,1,AGUASCALIENTES,1,Aguascalientes,1,Aguascalientes,159A,43,4491455843,MCENDI_IEE@HOTMAIL.COM,,Fijo,21.85471429,-102.2844415,jul-10
22178,INSTITUTO INFANTIL CARRUSEL,"INSTITUTO INFANTIL CARRUSEL, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,0 a 5 personas,AVENIDA,GUADALUPE,CALLE,ANTONIO ARIAS BERNAL,CALLE,JOSÌä GUADALUPE POSADA,CALLE,RAFAEL GARCÌA MACÌAS,438,,,,,,BARRIO,DE GUADALUPE,,,,20059,1,AGUASCALIENTES,1,Aguascalientes,1,Aguascalientes,572,5,4499153412,INSTITUTOCARRUSEL@YAHOO.COM.MX,,Fijo,21.88461238,-102.3052841,jul-10
6429,JARDÌN DE NIÌÔOS MONTESSORI,,611111,Escuelas de educaciÌ_n preescolar del sector privado,0 a 5 personas,CALLE,PROFESOR ENRIQUE OLIVARES SANTANA,CALLE,CANADÌ,CALLE,ALASKA,CALLE,PROFESOR ENRIQUE OLIVARES SANTANA,304,,,,,,FRACCIONAMIENTO,EL DORADO PRIMERA SECCIÌÒN,,,,20235,1,AGUASCALIENTES,1,Aguascalientes,1,Aguascalientes,2085,4,4499785854,JNMONTESSORI_AGS@YAHOO.COM.MX,,Fijo,21.86070187,-102.307597,jul-10
18192,JARDÌN DE NIÌÔOS MUNDO DE JUGUETE,,611111,Escuelas de educaciÌ_n preescolar del sector privado,6 a 10 personas,CALLE,LAUREL,CALLE,ALFREDO LEWIS,AVENIDA,CONVENCIÌÒN DE 1914 NORTE,CALLE,CASUARINA,202,,,,,,FRACCIONAMIENTO,CIRCUNVALACIÌÒN NORTE,,,,20020,1,AGUASCALIENTES,1,Aguascalientes,1,Aguascalientes,341,10,4499147301,MUNDODEJUGUETECAL@HOTMAIL.COM,,Fijo,21.89726193,-102.3015215,jul-10
32462,MORGAN CONSULTORES,"SOLUCIONES MORGAN, S.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,6 a 10 personas,CALLE,COQUIMBO,AVENIDA,IGNACIO T. CHÌVEZ,CALLE,QUITO,AVENIDA,LAS AMERICAS,104,,,,,,FRACCIONAMIENTO,LA FUENTE,,,,20239,1,AGUASCALIENTES,1,Aguascalientes,1,Aguascalientes,835,39,4491464046,ALFREDO.VARGAS@MORGANCONSULTORES.COM.MX,WWW.MORGANCONSULTORES.COM.MX,Fijo,21.8731916,-102.3014474,dic-14
6825,PLAZA COMUNITARIA PILAR BLANCO,INSTITUTO NACIONAL PARA LA EDUCACIÌÒN DE LAS PERSONAS JOVENES Y ADULTAS DEL ESTADO DE AGUASCALIENTES,611172,Escuelas del sector pÌ¼blico que combinan diversos niveles de educaciÌ_n,6 a 10 personas,CALLE,AVESTRUZ,ANDADOR,DEL BÌ_HO,AVENIDA,FAISÌN,ANDADOR,DEL GORRIÌÒN,0,SN,,,,,UNIDAD HABITACIONAL,PILAR BLANCO,,,,20289,1,AGUASCALIENTES,1,Aguascalientes,1,Aguascalientes,1744,59,4499135004,JGMHDZ@HOTMAIL.COM,,Fijo,21.8524567,-102.2982781,jul-10
1414,PREESCOLAR Y EDUCACIÌÒN INICIAL CENDI ALTAMIRANO,"CENDI IGNACIO MANUEL ALTAMIRANO, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,6 a 10 personas,CALLE,VERACRUZ,CALLE,VERSALLES,CALLE,NÌPOLES,CALLE,GUANAJUATO,204,,,,,,FRACCIONAMIENTO,RESIDENCIAL DEL VALLE,,,,20080,1,AGUASCALIENTES,1,Aguascalientes,1,Aguascalientes,680,4,4499159366,CENDIALTAMIRANO@GMAIL.COM,,Fijo,21.87489541,-102.3138443,jul-10
125856,ACADEMIA INFANTIL FROBEL,,611111,Escuelas de educaciÌ_n preescolar del sector privado,6 a 10 personas,CALLE,SUR 39,BOULEVARD,FEDERICO BENÌTEZ LÌÒPEZ,BOULEVARD,AGUA CALIENTE,AVENIDA,40 SUR,2,,,,,,FRACCIONAMIENTO,LAS HUERTAS 5A SECCIÌÒN,,,,22127,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,4069,27,6646890326,ACADEMIAINFANTIL_FROBEL@HOTMAIL.COM,,Fijo,32.48366498,-116.9405734,dic-14
117699,BABYS SCHOOL PREESCOLAR,,611111,Escuelas de educaciÌ_n preescolar del sector privado,0 a 5 personas,CALLE,PASEO DE LOS HÌäROES,CALLEJÌÒN,VECINAL,CALLEJÌÒN,DEL ROSAL,CALLEJÌÒN,EL OLVIDO,751,,,,,SN,COLONIA,20 DE NOVIEMBRE,,,,22100,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,475,19,6641044362,BABYSCHOOLPREESCOLAR@OUTLOOK.COM,WWW.GYARDERIABABYSCHOOL.COM,Fijo,32.51344301,-116.9860929,dic-14
135753,BOUNA TERRA MONTESSORI,"BOUNA TERRA MONTESSORI, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,0 a 5 personas,CALLE,SACRAMENTO,CALLE,SANTA BÌRBARA,CALLE,GARDENIAS,CALLE,SAN BERNARDINO,4360,,,,,,FRACCIONAMIENTO,SAN CARLOS,,,,22223,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,1632,21,16646814416,ANNA.THELMA@HOTMAIL.COM,,Fijo,32.50660554,-116.9864115,jul-10
153253,CASA DE LOS NIÌÔOS MONTESORI,CENTRO DE ENSEÌÔANZA MONTESSORI,611111,Escuelas de educaciÌ_n preescolar del sector privado,6 a 10 personas,CALLE,FRANCISCO GOITIA,CALLE,DOCTOR ATL,BOULEVARD,CUAUHTÌäMOC,CALLE,RUFINO TAMAYO,9974,,,,,,COLONIA,ZONA URBANA RÌO TIJUANA,,,,22010,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,3357,3,6646343821,CEM@GMAIL.COM,WWW.CEMTIJUANA.COM,Fijo,32.52522367,-117.014923,jul-10
123837,CENTRO EDUCATIVO HIPÌÒDROMO,,611111,Escuelas de educaciÌ_n preescolar del sector privado,6 a 10 personas,AVENIDA,DE LAS AMERICAS,CALLE,CHIAPAS,AVENIDA,HIPÌÒDROMO,AVENIDA,MÌäRIDA,155,,,,,,COLONIA,HIPÌÒDROMO,,,,22020,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,1628,96,6649710026,CEHIPODROMO@HOTMAIL.COM,,Fijo,32.50336673,-117.0025387,jul-10
141976,COLEGIO CIMA VANGUARDIA,"JARDÌN DE NIÌÔOS VANGUARDIA, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,6 a 10 personas,CIRCUITO,ARCOS,CALLE,VENUSTIANO CARRANZA,CALLE,VENUSTIANO CARRANZA,AVENIDA,AZTECA,0,SN,,,,,COLONIA,OTAY GALERIAS,,,,22436,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,3855,22,6646473726,VANGUARDIA.ESCUELA@GMAIL.COM,,Fijo,32.53513363,-116.9357067,jul-10
138882,COLEGIO DANIEL COSIO VILLEGAS,COLEGIO DANIEL COSIO VILLEGAS,611111,Escuelas de educaciÌ_n preescolar del sector privado,6 a 10 personas,CALLE,BEGONIAS,CALLE,DÌTIL,CALLE,PIRUL,CALLE,AZUCENAS,21424,,,,,,COLONIA,JARDIN DORADO,,,,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,4444,23,6647010471,COLEGIOVILLEGAS@GMAIL.COM,,Fijo,32.51757544,-116.8874541,jul-10
110047,"COLEGIO DIMELY, S.C.","COLEGIO DIMELY, S.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,11 a 30 personas,CALLE,FRANCISCO I MADERO,AVENIDA,EMILIANO ZAPATA,AVENIDA,MATAMOROS,CALLE,SEPTIMA,22972,,,,,,EJIDO,EJIDO MATAMOROS,,,,22204,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,2452,10,6649728919,DIMELY_PLANTEL1@HOTMAIL.COM,,Fijo,32.51617682,-116.8564428,dic-14
144235,COLEGIO INTERNACIONAL ERNESTO HEMINGWAY,,611111,Escuelas de educaciÌ_n preescolar del sector privado,11 a 30 personas,AVENIDA,DEL FUERTE,CALLE,SAN BLÌS,CALLE,GUASAVE,CALLE,DORADO,18460,,,,,,FRACCIONAMIENTO,CAMPESTRE MURUA,,,,22455,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,475A,12,6646477777,HEMYNGWAYTIJUANA@GMAIL.COM,,Fijo,32.52203163,-116.9338487,jul-10
140934,COLEGIO LATINO AMERICANO IBEROAMERICANO,"COLEGIO LATINIAMERICA IBERO AMERICANO, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,11 a 30 personas,CALLE,DIEGO RIVERA,CALLE,JOAQUÌN FERNÌNDEZ DE LIZARDI,CALLE,JOAQUÌN FERNÌNDEZ DE LIZARDI,CALLE,JOSÌä VASCONCELOS,0,SN,,,,,FRACCIONAMIENTO,NUEVA TIJUANA,,,,22435,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,386A,4,6646233732,LATINO_IBERO@HOTMAIL.COM,WWW.COLEGIOLATINOAMERICA.EDU.MX,Fijo,32.54694338,-116.9269405,jul-10
135674,COLEGIO MONTESSORI PAOLINI,"COLEGIO MONTESSORI PAOLINI, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,6 a 10 personas,AVENIDA,LAS PALMAS,CALLE,CHULA VISTA,CALLE,SAN ISIDRO,AVENIDA,LAS PALMAS,4816,,,,,,FRACCIONAMIENTO,LAS PALMAS,,,,22106,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,3412,25,6646810256,MONTESSORI@PAULINI.COM.MX,WWW.PAULINI.COM.MX,Fijo,32.50278664,-116.9857402,jul-10
123218,COLEGIO PUERTA ABIERTA DE TIJUANA PREESCOLAR,"PUERTA ABIERTA DE TIJUANA, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,6 a 10 personas,CALLE,CANON DE LA PEDRERA,,MICHEL,CALLE,MAGMA,BOULEVARD,DOCTOR CARRASCO,4516,,,,,,COLONIA,CHULAVISTA,,,,22045,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,437,102,6649063700,PREESCOLARPUERTAABIERTA@GMAIL.COM,,Fijo,32.50187123,-117.0212256,dic-14
61081,CUARTO DE BEBE CASA DE NIÌÔOS MONTESSORI,,611111,Escuelas de educaciÌ_n preescolar del sector privado,6 a 10 personas,AVENIDA,SANTA MARÌA,CALLE,GOBERNADOR LUGO,CALLE,GOBERNADOR IBARRA,AVENIDA,CALLE MIGUEL ALEMÌN,2767,,,,,,FRACCIONAMIENTO,AMÌäRICA,,,,22044,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,436A,10,6646862116,MONTESSORI89.BEATRIZ@GMAIL.COM,,Fijo,32.51788721,-117.0190938,jul-10
110254,ESCUELA DE CAPASITACION COMUNITARIO,,611172,Escuelas del sector pÌ¼blico que combinan diversos niveles de educaciÌ_n,0 a 5 personas,CALLE,APOLONIO ROMERO,CALLE,GABINO HERNÌNDEZ,BOULEVARD,ALTIPLANO,CALLE,APOLONIO ROMERO,431,,,,,,COLONIA,ALTIPLANO,,,,22204,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,5902,6,,PRO-CESAR@LIVE.COM,,Fijo,32.52315221,-116.8535632,dic-14
60954,GIARDINO MONTESORI,"GIARDINO MONTESSORI, S.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,0 a 5 personas,AVENIDA,COLIMA,CALLE,COLOMBIA,CALLE,DINAMARCA,AVENIDA,GUANAJUATO,2414,,,,,,COLONIA,MADERO,,,,22040,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,3126,14,6642155168,GIARDINOMONTESORI@GMAIL.COM,,Fijo,32.51983467,-117.0288467,jul-10
60961,GYMBOREE DESARROLLO DE MENTES JOVENES,"CIDET, S.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,0 a 5 personas,AVENIDA,GUANAJUATO,CALLE,COLOMBIA,CALLE,DINAMARCA,AVENIDA,QUERÌäTARO,2560,,,,,,COLONIA,MADERO,,,,22040,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,3126,11,6646847505,GYMBOREETIJ@YAHOO.COM.MX,WWW.GYMBROREE.COM.MX,Fijo,32.51934545,-117.0254327,jul-10
125823,IDET,"INSTITUTO DEL DESARROLLO EMPRESARIAL TECNOLOGICO, S.A. DE C.V.",611111,Escuelas de educaciÌ_n preescolar del sector privado,0 a 5 personas,BOULEVARD,GUSTAVO DIAZ ORDAZ,BOULEVARD,LA JOYA,BOULEVARD,AGUA CALIENTE,CALLE,BELLOTA,17801,,,1,112,,FRACCIONAMIENTO,LA JOYA,EDIFICIO COMERCIAL Y DE SERVICIOS,SAN MIGUEL,LOCAL 112,22115,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,687,38,16643440420,IDET@CURSOSTIJUANA.COM,,Fijo,32.48736788,-116.9480257,jul-10
